name,popularity,price,rating,distance,latitude,longitude,ll,poiCat
Waldo Cooney's Pizza,9.67,1,66,50,41.69161,-87.681523,-45.989913,restaurant
O'Rourke's Office,8.68,2,76,52,41.69161,-87.681523,-45.989913,restaurant
Americanos,9.8,1,,53,41.69161,-87.681523,-45.989913,restaurant
Five Star Burger,4.55,2,,63,41.69161,-87.681523,-45.989913,restaurant
McNally's,9.66,2,56,94,41.69161,-87.681523,-45.989913,restaurant
Milano's Pizza,9.75,1,77,303,41.69161,-87.681523,-45.989913,restaurant
See Thru Chinese Kitchen,8.15,1,64,303,41.69161,-87.681523,-45.989913,restaurant
J & J Fish,8.84,1,,303,41.69161,-87.681523,-45.989913,restaurant
Open Outcry Brewing Company,9.9,2,91,308,41.69161,-87.681523,-45.989913,restaurant
El Gallo,,,,336,41.69161,-87.681523,-45.989913,restaurant
Puertorican Food Truck In Humboldt Park,6.27,2,,255,41.921525,-87.707322,-45.785797,restaurant
The Moonlighter,9.75,2,87,423,41.921525,-87.707322,-45.785797,restaurant
Miko's Italian Ice,9.75,1,91,437,41.921525,-87.707322,-45.785797,restaurant
Cafe Neckbeard,,,,438,41.921525,-87.707322,-45.785797,restaurant
Big Tony's Pizza,4.09,1,66,445,41.921525,-87.707322,-45.785797,restaurant
Caribella,9.33,2,,452,41.921525,-87.707322,-45.785797,restaurant
Giant,9.44,2,90,459,41.921525,-87.707322,-45.785797,restaurant
La Bomba,9.04,2,83,463,41.921525,-87.707322,-45.785797,restaurant
Scofflaw,9.7,2,93,466,41.921525,-87.707322,-45.785797,restaurant
Way Out,9.54,2,,480,41.921525,-87.707322,-45.785797,restaurant
Arami,,,,346,41.785894,-87.738031,-45.952137,restaurant
Midway Airport Concessionaire,,,,372,41.785894,-87.738031,-45.952137,restaurant
Pegasus On The Fly,9.29,1,51,385,41.785894,-87.738031,-45.952137,restaurant
Airport Restaurant Management,,,,391,41.785894,-87.738031,-45.952137,restaurant
Cafe L'Appetito,9.87,2,55,392,41.785894,-87.738031,-45.952137,restaurant
Ssp America,,,,399,41.785894,-87.738031,-45.952137,restaurant
Gold Coast Dogs,,,,406,41.785894,-87.738031,-45.952137,restaurant
Woodgrain Pizzeria,9.54,1,61,412,41.785894,-87.738031,-45.952137,restaurant
Reilly's Daughter,9.99,2,54,422,41.785894,-87.738031,-45.952137,restaurant
Fresh To Go - BP/Mr. Submarine,9,1,,114,41.957081,-87.664199,-45.707118,restaurant
Port & Park Bistro And,9.74,2,,279,41.957081,-87.664199,-45.707118,restaurant
Burger King,9.9,1,51,353,41.957081,-87.664199,-45.707118,restaurant
Roost Carolina Kitchen,9.58,1,90,376,41.957081,-87.664199,-45.707118,restaurant
Toon's Bar & Grill,9.85,2,79,509,41.957081,-87.664199,-45.707118,restaurant
Popeyes Louisiana Kitchen,9.81,1,64,520,41.957081,-87.664199,-45.707118,restaurant
Beard & Belly,9.56,2,,542,41.957081,-87.664199,-45.707118,restaurant
Ten Cat Tavern,9.59,1,79,554,41.957081,-87.664199,-45.707118,restaurant
The Piggery,9.77,2,76,585,41.957081,-87.664199,-45.707118,restaurant
My Buddy's,9.82,1,85,596,41.957081,-87.664199,-45.707118,restaurant
Xocome Antojeria,9.77,1,,233,41.8023156,-87.7344142,-45.9320986,restaurant
La Casa Del Mole,,,,233,41.8023156,-87.7344142,-45.9320986,restaurant
Red Barrel Restaurant,9.7,2,,251,41.8023156,-87.7344142,-45.9320986,restaurant
Mariscos El Kora Restaurant,9.63,2,,292,41.8023156,-87.7344142,-45.9320986,restaurant
Just-A-Pizza,9.3,1,,318,41.8023156,-87.7344142,-45.9320986,restaurant
Burrito Grande,9.67,1,,421,41.8023156,-87.7344142,-45.9320986,restaurant
Mariscos La Sirena,,,,512,41.8023156,-87.7344142,-45.9320986,restaurant
Celina's Delicatessen,6.07,,,523,41.8023156,-87.7344142,-45.9320986,restaurant
El Kaporal,6.48,,,556,41.8023156,-87.7344142,-45.9320986,restaurant
Sofie's Tavern,1.35,,,561,41.8023156,-87.7344142,-45.9320986,restaurant
Lindy's Chili & Gertie's Ice Cream,9.06,1,63,18,41.692883,-87.701048,-46.008165,restaurant
Burger King,9.88,1,66,30,41.692883,-87.701048,-46.008165,restaurant
Rosati’S Pizza,9.15,1,71,119,41.692883,-87.701048,-46.008165,restaurant
Hinky Dinks Pub,9.57,1,61,201,41.692883,-87.701048,-46.008165,restaurant
Joseph's Restaurant and Bar,9.35,2,73,223,41.692883,-87.701048,-46.008165,restaurant
Lanigan's Irish Pub,9.4,2,51,226,41.692883,-87.701048,-46.008165,restaurant
Mackells Inn,9.47,1,,238,41.692883,-87.701048,-46.008165,restaurant
Blackthorn Pub,,,,244,41.692883,-87.701048,-46.008165,restaurant
Barraco's Pizza Chicago,9.91,2,83,305,41.692883,-87.701048,-46.008165,restaurant
La Fiesta Mexican Restaurant,9.75,2,61,310,41.692883,-87.701048,-46.008165,restaurant
JuiceRx,9.52,1,80,39,41.915983,-87.677335,-45.761352,restaurant
Lemmings,9.59,2,75,64,41.915983,-87.677335,-45.761352,restaurant
Lottie's Pub,9.92,2,84,92,41.915983,-87.677335,-45.761352,restaurant
En Hakkore,9.3,1,90,112,41.915983,-87.677335,-45.761352,restaurant
Le Bouchon,9.47,3,87,186,41.915983,-87.677335,-45.761352,restaurant
Rio's D'Sudamerica,9.22,3,71,212,41.915983,-87.677335,-45.761352,restaurant
Ed & Jean's Tavern,9.29,1,79,237,41.915983,-87.677335,-45.761352,restaurant
Jack and Ginger's,9.56,2,75,264,41.915983,-87.677335,-45.761352,restaurant
Map Room,9.65,2,88,285,41.915983,-87.677335,-45.761352,restaurant
Chipotle Mexican Grill,9.81,1,72,298,41.915983,-87.677335,-45.761352,restaurant
Boca Loca,9.46,1,,21,41.97334764,-87.66785547,-45.69450783,restaurant
Bongo Room,9.39,2,90,67,41.97334764,-87.66785547,-45.69450783,restaurant
SoFo Tap,9.95,2,80,93,41.97334764,-87.66785547,-45.69450783,restaurant
Dollop Diner,9.56,1,74,108,41.97334764,-87.66785547,-45.69450783,restaurant
Bar Roma,9.49,3,84,123,41.97334764,-87.66785547,-45.69450783,restaurant
Jimmy John's,9.48,1,74,154,41.97334764,-87.66785547,-45.69450783,restaurant
Hopleaf,9.83,2,92,279,41.97334764,-87.66785547,-45.69450783,restaurant
La Colombe Coffee Roasters,9.7,1,87,311,41.97334764,-87.66785547,-45.69450783,restaurant
Middle East Bakery & Grocery & Café,9.81,,90,324,41.97334764,-87.66785547,-45.69450783,restaurant
Polygon Cafe,9.42,2,79,341,41.97334764,-87.66785547,-45.69450783,restaurant
Juulz grill at BP Gastion,,,,271,41.7940135,-87.685807,-45.8917935,restaurant
Chicago's Original Maxwell St,9.87,1,53,378,41.7940135,-87.685807,-45.8917935,restaurant
El Toro Loco,,,,477,41.7940135,-87.685807,-45.8917935,restaurant
Famosa Bakery,8.76,1,,613,41.7940135,-87.685807,-45.8917935,restaurant
Neveria Jalisco,,,,621,41.7940135,-87.685807,-45.8917935,restaurant
Subway,9.4,1,67,635,41.7940135,-87.685807,-45.8917935,restaurant
Palenque,9.45,1,,643,41.7940135,-87.685807,-45.8917935,restaurant
Hong Kong Restaurant,9.92,2,,644,41.7940135,-87.685807,-45.8917935,restaurant
Mezquite Pollo Express,9.84,1,,703,41.7940135,-87.685807,-45.8917935,restaurant
Gordo Tamales,9.09,1,,711,41.7940135,-87.685807,-45.8917935,restaurant
Barbara's Soul Food,9.22,1,,176,41.8021917,-87.6151444,-45.8129527,restaurant
Conscious Plates,,,,246,41.8021917,-87.6151444,-45.8129527,restaurant
The Hot Dog Box,9.04,1,,263,41.8021917,-87.6151444,-45.8129527,restaurant
Louisiana Famous Fried Chicken,8.87,1,,297,41.8021917,-87.6151444,-45.8129527,restaurant
Bronzeville Jerk Shack,8.74,2,70,352,41.8021917,-87.6151444,-45.8129527,restaurant
Friistyle,9.5,2,69,354,41.8021917,-87.6151444,-45.8129527,restaurant
Marjanis,,,,373,41.8021917,-87.6151444,-45.8129527,restaurant
Harry-O's Lounge,,,,376,41.8021917,-87.6151444,-45.8129527,restaurant
Skidoe's Cafe and Grill,8.77,1,,387,41.8021917,-87.6151444,-45.8129527,restaurant
Baba's Famous Steak & Lemonade,9.34,2,,496,41.8021917,-87.6151444,-45.8129527,restaurant
Royal Lounge,8.94,2,,554,41.718353,-87.564459,-45.846106,restaurant
Big Baby's Southern Soul Kitchen & Grill,,,,587,41.718353,-87.564459,-45.846106,restaurant
Ova'Flo Southern Style Cuisine,9.06,1,,590,41.718353,-87.564459,-45.846106,restaurant
Kwei Iin Carry-Out,9.29,1,,853,41.718353,-87.564459,-45.846106,restaurant
La Original Michoacana Paleteria y Neveria,9.27,1,,878,41.718353,-87.564459,-45.846106,restaurant
Shark's Fish and Chicken,9.48,1,67,900,41.718353,-87.564459,-45.846106,restaurant
Tacos Nietos,9.47,1,,938,41.718353,-87.564459,-45.846106,restaurant
Babas,9.38,1,,938,41.718353,-87.564459,-45.846106,restaurant
Farmer s Fridge,,,,946,41.718353,-87.564459,-45.846106,restaurant
Little Caesars Pizza,9.72,1,66,992,41.718353,-87.564459,-45.846106,restaurant
Harris Family Grill,,,,399,41.726199,-87.559252,-45.833053,restaurant
Tacos Nietos,9.47,1,,576,41.726199,-87.559252,-45.833053,restaurant
Farmer s Fridge,,,,660,41.726199,-87.559252,-45.833053,restaurant
Roma's Restaurant and Lounge,9.39,2,,679,41.726199,-87.559252,-45.833053,restaurant
Subway,9.25,1,69,730,41.726199,-87.559252,-45.833053,restaurant
McDonald's,9.96,1,57,730,41.726199,-87.559252,-45.833053,restaurant
C & G Restaurant,9.22,2,,730,41.726199,-87.559252,-45.833053,restaurant
Attock Submarine,2.29,2,,737,41.726199,-87.559252,-45.833053,restaurant
Hua's Open Kitchen,,,,842,41.726199,-87.559252,-45.833053,restaurant
El Guero Supermercado,9.76,1,76,851,41.726199,-87.559252,-45.833053,restaurant
La Plena Restaurant,9.45,2,67,29,41.90282,-87.692397,-45.789577,restaurant
Café Colao,9.74,1,87,100,41.90282,-87.692397,-45.789577,restaurant
Guerrero's Tacos & Pizza,9.31,1,60,128,41.90282,-87.692397,-45.789577,restaurant
El Faro Caribbean Seafood,3.06,2,,186,41.90282,-87.692397,-45.789577,restaurant
Curramba,9.06,,,199,41.90282,-87.692397,-45.789577,restaurant
Paseo Boricua Grocery,3.84,1,,202,41.90282,-87.692397,-45.789577,restaurant
Boriken Food & Liquors,9.46,1,83,233,41.90282,-87.692397,-45.789577,restaurant
Eddies Sandwiches,5.5,1,,241,41.90282,-87.692397,-45.789577,restaurant
Best Submarine Restaurant,9.16,1,,264,41.90282,-87.692397,-45.789577,restaurant
La Bruquena,9.66,2,66,265,41.90282,-87.692397,-45.789577,restaurant
Cobra Lounge,9.82,1,79,57,41.88592,-87.66717,-45.78125,restaurant
District Brew Yards,9.89,2,67,383,41.88592,-87.66717,-45.78125,restaurant
Burnt City Brewing,9.78,2,,388,41.88592,-87.66717,-45.78125,restaurant
Urban Belly RCF,,,,396,41.88592,-87.66717,-45.78125,restaurant
Kaiser Tiger,9.85,2,82,398,41.88592,-87.66717,-45.78125,restaurant
Bq2Go,,,,418,41.88592,-87.66717,-45.78125,restaurant
McDonald's,9.99,1,53,429,41.88592,-87.66717,-45.78125,restaurant
Bottom Lounge,9.85,1,84,453,41.88592,-87.66717,-45.78125,restaurant
On Tour Brewing Company,9.88,2,91,501,41.88592,-87.66717,-45.78125,restaurant
Gyu-Kaku BBQ,9.62,2,89,505,41.88592,-87.66717,-45.78125,restaurant
Lou Malnati's Pizzeria,9.09,1,75,12,41.953393,-87.732002,-45.778609,restaurant
Backlot Coffee,9.79,1,83,14,41.953393,-87.732002,-45.778609,restaurant
Potbelly Sandwich Shop,9.82,1,73,22,41.953393,-87.732002,-45.778609,restaurant
Chicago Taco Authority,9.68,1,76,112,41.953393,-87.732002,-45.778609,restaurant
Old Irving Park Tap Sports Bar & Grill,7.1,1,,112,41.953393,-87.732002,-45.778609,restaurant
Golden Nugget Pancake House,,,,135,41.953393,-87.732002,-45.778609,restaurant
Golden Nugget,9.64,2,69,139,41.953393,-87.732002,-45.778609,restaurant
Eris Brewery and Cider House,9.77,2,88,188,41.953393,-87.732002,-45.778609,restaurant
Subway,8.66,1,69,309,41.953393,-87.732002,-45.778609,restaurant
Number 1 Chop Suey,9.63,1,62,318,41.953393,-87.732002,-45.778609,restaurant
Doreen's Pizzeria,9.78,1,73,296,41.65428,-87.543539,-45.889259,restaurant
Baltimore Food & Deli,9.75,1,,335,41.65428,-87.543539,-45.889259,restaurant
Los Cantaritos,9.25,1,,350,41.65428,-87.543539,-45.889259,restaurant
China Garden,9.2,1,,363,41.65428,-87.543539,-45.889259,restaurant
Old Time Tap,9.8,2,,489,41.65428,-87.543539,-45.889259,restaurant
Steve's Lounge,9.79,3,67,520,41.65428,-87.543539,-45.889259,restaurant
Club 81 Too,9.84,1,81,541,41.65428,-87.543539,-45.889259,restaurant
Pudgy's Pizza & Sandwiches,9.86,1,,562,41.65428,-87.543539,-45.889259,restaurant
Georgie's Tavern,9.36,2,,576,41.65428,-87.543539,-45.889259,restaurant
Sun-D-Wich,9.36,1,,605,41.65428,-87.543539,-45.889259,restaurant
A Place By Damao,8.93,,,143,41.84358,-87.645368,-45.801788,restaurant
Xiao Mei Xing,8.92,1,,152,41.84358,-87.645368,-45.801788,restaurant
Taipei Cafe,9.89,,75,175,41.84358,-87.645368,-45.801788,restaurant
Gio's Cafe & Deli,9.72,2,80,216,41.84358,-87.645368,-45.801788,restaurant
Sugar Shack,9.47,1,82,293,41.84358,-87.645368,-45.801788,restaurant
Big Boss Spicy Fried Chicken,9.75,1,,341,41.84358,-87.645368,-45.801788,restaurant
Punky's Pizza & Pasta,9.65,2,75,359,41.84358,-87.645368,-45.801788,restaurant
Wing Yip Chop Suey Restaurant,9.58,1,62,380,41.84358,-87.645368,-45.801788,restaurant
Mei Shun Tofu Products Co.,7.66,,,404,41.84358,-87.645368,-45.801788,restaurant
Nonna Soluri's,8.78,2,,464,41.84358,-87.645368,-45.801788,restaurant
Red Snapper Marquette,9.55,2,,53,41.7715789,-87.6933566,-45.9217777,restaurant
Super Sub & Gyro,9.31,2,,63,41.7715789,-87.6933566,-45.9217777,restaurant
Farmer S Fridge Chicago,,,,258,41.7715789,-87.6933566,-45.9217777,restaurant
Yum Brands,,,,614,41.7715789,-87.6933566,-45.9217777,restaurant
Onesti Pizza,8.9,1,,803,41.7715789,-87.6933566,-45.9217777,restaurant
Los Cuates De Juanita's,,,,809,41.7715789,-87.6933566,-45.9217777,restaurant
Naple’s Pizza,,,,811,41.7715789,-87.6933566,-45.9217777,restaurant
De Arco's Pizza,9.48,1,,816,41.7715789,-87.6933566,-45.9217777,restaurant
Granny-B's,9.74,1,,823,41.7715789,-87.6933566,-45.9217777,restaurant
Papa T's Pizza and Ribs,9.88,1,,832,41.7715789,-87.6933566,-45.9217777,restaurant
Restaurante Cuetzala Gro,9.78,2,73,47,42.015963,-87.675005,-45.659042,restaurant
Burger King,9.8,1,60,285,42.015963,-87.675005,-45.659042,restaurant
Safari Lounge & Ethiopian Cuisine,6.24,2,,410,42.015963,-87.675005,-45.659042,restaurant
Zip'z Ice Cream,,,,419,42.015963,-87.675005,-45.659042,restaurant
Salerno's Pizza,,,,419,42.015963,-87.675005,-45.659042,restaurant
Salerno s Pizza,8.79,1,,420,42.015963,-87.675005,-45.659042,restaurant
Buffalo Joe's Howard Street,9.77,1,77,424,42.015963,-87.675005,-45.659042,restaurant
Alto Chicago Pizza,,,,437,42.015963,-87.675005,-45.659042,restaurant
Taqueria Chapala,9.29,1,,445,42.015963,-87.675005,-45.659042,restaurant
J & J Fish & Chicken,1.69,2,,448,42.015963,-87.675005,-45.659042,restaurant
The Berghoff Restaurant,9.9,2,81,117,41.87935636,-87.62979104,-45.75043468,restaurant
Elephant & Castle,9.91,2,71,126,41.87935636,-87.62979104,-45.75043468,restaurant
Intelligentsia Coffee,9.74,2,86,141,41.87935636,-87.62979104,-45.75043468,restaurant
Brando's Speakeasy,9.86,2,73,248,41.87935636,-87.62979104,-45.75043468,restaurant
Roanoke Restaurant,9.83,2,73,310,41.87935636,-87.62979104,-45.75043468,restaurant
Miller's Pub,9.97,2,82,320,41.87935636,-87.62979104,-45.75043468,restaurant
Exchequer Restaurant & Pub,9.88,2,75,320,41.87935636,-87.62979104,-45.75043468,restaurant
Sweetgreen,9.85,1,88,321,41.87935636,-87.62979104,-45.75043468,restaurant
Taco Bell,9.89,1,68,322,41.87935636,-87.62979104,-45.75043468,restaurant
Potbelly Sandwich Shop,9.72,1,72,327,41.87935636,-87.62979104,-45.75043468,restaurant
Whale Fish & Chicken,9.48,3,,429,41.8918718,-87.7163879,-45.8245161,restaurant
Mimi's Cafe,,,,431,41.8918718,-87.7163879,-45.8245161,restaurant
Tasty Subs,5.7,1,,444,41.8918718,-87.7163879,-45.8245161,restaurant
Turkey Chop,9.59,2,75,455,41.8918718,-87.7163879,-45.8245161,restaurant
Ice Cream Bar,,,,461,41.8918718,-87.7163879,-45.8245161,restaurant
Homan Food & Deli,,,,579,41.8918718,-87.7163879,-45.8245161,restaurant
Bro-N-Laws Bar-B-Q,9.54,2,,647,41.8918718,-87.7163879,-45.8245161,restaurant
Darrell BBQ & Restaurant,9.8,2,,657,41.8918718,-87.7163879,-45.8245161,restaurant
Bro-N-Laws,,,,659,41.8918718,-87.7163879,-45.8245161,restaurant
New Vivians Grill,,,,666,41.8918718,-87.7163879,-45.8245161,restaurant
Lindy's Chili & Gertie's Ice Cream,9.06,1,63,20,41.693027,-87.701054,-46.008027,restaurant
Burger King,9.88,1,66,45,41.693027,-87.701054,-46.008027,restaurant
Rosati’S Pizza,9.15,1,71,134,41.693027,-87.701054,-46.008027,restaurant
Hinky Dinks Pub,9.57,1,61,214,41.693027,-87.701054,-46.008027,restaurant
Joseph's Restaurant and Bar,9.35,2,73,236,41.693027,-87.701054,-46.008027,restaurant
Lanigan's Irish Pub,9.4,2,51,239,41.693027,-87.701054,-46.008027,restaurant
Mackells Inn,9.47,1,,249,41.693027,-87.701054,-46.008027,restaurant
Blackthorn Pub,,,,253,41.693027,-87.701054,-46.008027,restaurant
Barraco's Pizza Chicago,9.91,2,83,315,41.693027,-87.701054,-46.008027,restaurant
La Fiesta Mexican Restaurant,9.75,2,61,318,41.693027,-87.701054,-46.008027,restaurant
Barrio Riders Clubhouse,,,,134,41.898333,-87.770501,-45.872168,restaurant
Jinn's Fresh,,,,377,41.898333,-87.770501,-45.872168,restaurant
Coleman's No 2 Hickory,6.26,,,402,41.898333,-87.770501,-45.872168,restaurant
Flavor's Southern Cooking,,,,420,41.898333,-87.770501,-45.872168,restaurant
Barney's Pizza,9.01,1,52,447,41.898333,-87.770501,-45.872168,restaurant
Bitoy's Bistro,,,,470,41.898333,-87.770501,-45.872168,restaurant
Peeples Taco Place,9.56,1,57,501,41.898333,-87.770501,-45.872168,restaurant
The Jerk Shop,9.36,2,,504,41.898333,-87.770501,-45.872168,restaurant
Whale Fish & Chicken,9.62,3,,507,41.898333,-87.770501,-45.872168,restaurant
Tj Gyro's,2.3,,,512,41.898333,-87.770501,-45.872168,restaurant
Club 81 Too,9.84,1,81,32,41.655692,-87.537595,-45.881903,restaurant
Georgie's Tavern,9.36,2,,430,41.655692,-87.537595,-45.881903,restaurant
The Green Olive,9.89,2,62,639,41.655692,-87.537595,-45.881903,restaurant
Doreen's Pizzeria,9.78,1,73,764,41.655692,-87.537595,-45.881903,restaurant
Baltimore Food & Deli,9.75,1,,851,41.655692,-87.537595,-45.881903,restaurant
Los Cantaritos,9.25,1,,856,41.655692,-87.537595,-45.881903,restaurant
China Garden,9.2,1,,878,41.655692,-87.537595,-45.881903,restaurant
Old Time Tap,9.8,2,,904,41.655692,-87.537595,-45.881903,restaurant
Steve's Lounge,9.79,3,67,972,41.655692,-87.537595,-45.881903,restaurant
Cozy Corner Diner & Pancake House,9.94,1,86,52,41.931803,-87.737285,-45.805482,restaurant
Poncitlan Jalisco Taqueria,9.11,1,66,156,41.931803,-87.737285,-45.805482,restaurant
Burger King,9.88,1,56,226,41.931803,-87.737285,-45.805482,restaurant
J C China Buffet,,,,413,41.931803,-87.737285,-45.805482,restaurant
Papa John's Pizza,9.65,1,66,415,41.931803,-87.737285,-45.805482,restaurant
McDonald's,9.97,1,54,415,41.931803,-87.737285,-45.805482,restaurant
Cousins Grill,2.9,1,,438,41.931803,-87.737285,-45.805482,restaurant
Mr Cake,9.17,1,,450,41.931803,-87.737285,-45.805482,restaurant
Duffy's Tavern and Grille,,,,452,41.931803,-87.737285,-45.805482,restaurant
Nutrition House,2.76,,,455,41.931803,-87.737285,-45.805482,restaurant
The Burger Point,9.77,2,78,33,41.856594,-87.627542,-45.770948,restaurant
Kroll's South Loop,9.79,2,74,310,41.856594,-87.627542,-45.770948,restaurant
La Cantina Grill,9.81,2,88,313,41.856594,-87.627542,-45.770948,restaurant
Laojiumen hotpot 老九门火锅芝加哥店,9.21,,,321,41.856594,-87.627542,-45.770948,restaurant
Shark's Fish & Chicken,9.61,1,66,376,41.856594,-87.627542,-45.770948,restaurant
Qing Xiang Yua,9.93,2,90,402,41.856594,-87.627542,-45.770948,restaurant
White Castle,9.95,1,65,402,41.856594,-87.627542,-45.770948,restaurant
Yummy Yummy Noodles,5.05,1,,416,41.856594,-87.627542,-45.770948,restaurant
Kylin Teppanyaki,2.23,2,,417,41.856594,-87.627542,-45.770948,restaurant
Cai,9.92,2,79,453,41.856594,-87.627542,-45.770948,restaurant
Pizza Tango,7.19,1,,262,41.84910969,-87.69513981,-45.84603012,restaurant
Subway,9.59,1,65,291,41.84910969,-87.69513981,-45.84603012,restaurant
Cocula Restaurant,9.77,2,79,300,41.84910969,-87.69513981,-45.84603012,restaurant
Almacenes Marias,8.19,1,,312,41.84910969,-87.69513981,-45.84603012,restaurant
Fiesta Tapatia,9.65,1,,330,41.84910969,-87.69513981,-45.84603012,restaurant
Church's Chicken,9.73,1,61,339,41.84910969,-87.69513981,-45.84603012,restaurant
La Casa De Samuel,9.76,2,79,347,41.84910969,-87.69513981,-45.84603012,restaurant
Birrieria La Tapatia De Ocotlan,9.41,,,357,41.84910969,-87.69513981,-45.84603012,restaurant
Vista Hermosa Express,,,,371,41.84910969,-87.69513981,-45.84603012,restaurant
Son Of A Beef,7.57,1,,376,41.84910969,-87.69513981,-45.84603012,restaurant
Chicago Pita Kitchen,9.88,2,88,263,41.65717,-87.552594,-45.895424,restaurant
Steve's Lounge,9.79,3,67,297,41.65717,-87.552594,-45.895424,restaurant
Wingz Around the World,4.51,2,,489,41.65717,-87.552594,-45.895424,restaurant
Doreen's Pizzeria,9.78,1,73,521,41.65717,-87.552594,-45.895424,restaurant
China Garden,9.2,1,,646,41.65717,-87.552594,-45.895424,restaurant
Baltimore Food & Deli,9.75,1,,648,41.65717,-87.552594,-45.895424,restaurant
Los Cantaritos,9.25,1,,710,41.65717,-87.552594,-45.895424,restaurant
Pudgy's Pizza & Sandwiches,9.86,1,,902,41.65717,-87.552594,-45.895424,restaurant
Old Time Tap,9.8,2,,973,41.65717,-87.552594,-45.895424,restaurant
Cafe Michelle,9.82,1,74,90,41.886976,-87.612813,-45.725837,restaurant
